id;settings;time;tree
193;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_80_4_partition_3', 'test-file': 'test/generated_dataset_00200_1_80_4_partition_3', 'core-file': 'generated_dataset_00200_1_80_4'};3.19;[lambda x: x['F2'] > 0.6392989302843388,[lambda x: x['F5'] == 'B',[1.249058],[0.088204]],[lambda x: x["F3"],[2.924007],[0.142533]]]
194;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00200_1_80_4_partition_4', 'test-file': 'test/generated_dataset_00200_1_80_4_partition_4', 'core-file': 'generated_dataset_00200_1_80_4'};3.024;[lambda x: x['F2'] > 0.6392989302843388,[0.862921],[lambda x: x["F3"],[3.661437],[0.149157]]]
195;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_0_partition_0', 'test-file': 'test/generated_dataset_00500_1_10_0_partition_0', 'core-file': 'generated_dataset_00500_1_10_0'};4.599;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.754332],[2.332761]],[lambda x: x['F5'] == 'D',[0.880469],[1.835184]]]
196;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_0_partition_1', 'test-file': 'test/generated_dataset_00500_1_10_0_partition_1', 'core-file': 'generated_dataset_00500_1_10_0'};4.323;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.715582],[2.806783]],[lambda x: x['F5'] == 'D',[0.887517],[2.101827]]]
197;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_0_partition_2', 'test-file': 'test/generated_dataset_00500_1_10_0_partition_2', 'core-file': 'generated_dataset_00500_1_10_0'};4.868;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.767878],[2.41572]],[lambda x: x['F5'] == 'D',[0.901163],[1.642634]]]
198;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_0_partition_3', 'test-file': 'test/generated_dataset_00500_1_10_0_partition_3', 'core-file': 'generated_dataset_00500_1_10_0'};4.838;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.758086],[2.287664]],[1.021435]]
199;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_0_partition_4', 'test-file': 'test/generated_dataset_00500_1_10_0_partition_4', 'core-file': 'generated_dataset_00500_1_10_0'};5.119;[lambda x: x["F3"],[lambda x: x['F2'] > 0.826882637932612,[lambda x: x['F4'] == 'Z',[0.741609],[2.250896]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.6511066800328056,[17.342674],[0.783666]],[0.579353]]],[0.991735]]
200;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_1_partition_0', 'test-file': 'test/generated_dataset_00500_1_10_1_partition_0', 'core-file': 'generated_dataset_00500_1_10_1'};4.898;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'B',[1.914442],[0.952498]],[0.590004]],[lambda x: x['F1'] > 0.5314582722928245,[0.766526],[lambda x: x['F0'] > 0.04665595142216317,[0.207411],[1.738353]]]]
201;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_1_partition_1', 'test-file': 'test/generated_dataset_00500_1_10_1_partition_1', 'core-file': 'generated_dataset_00500_1_10_1'};5.643;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.318019],[lambda x: x['F0'] > 0.1329559103582723,[0.496731],[3.995122]]],[0.629247]],[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.5314582722928245,[0.69326],[lambda x: x['F0'] > 0.04665595142216317,[0.114445],[2.100391]]],[1.046879]]]
202;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_1_partition_2', 'test-file': 'test/generated_dataset_00500_1_10_1_partition_2', 'core-file': 'generated_dataset_00500_1_10_1'};4.649;[lambda x: x['F0'] > 0.1329559103582723,[0.765214],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[1.641335],[0.68169]],[lambda x: x['F1'] > 0.5314582722928245,[0.738047],[1.816121]]]]
203;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_1_partition_3', 'test-file': 'test/generated_dataset_00500_1_10_1_partition_3', 'core-file': 'generated_dataset_00500_1_10_1'};4.715;[lambda x: x['F0'] > 0.1329559103582723,[0.786867],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[1.77411],[0.616454]],[lambda x: x['F1'] > 0.5314582722928245,[0.69804],[1.741923]]]]
204;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_1_partition_4', 'test-file': 'test/generated_dataset_00500_1_10_1_partition_4', 'core-file': 'generated_dataset_00500_1_10_1'};5.736;[lambda x: x["F3"],[lambda x: x['F4'] == 'Y',[0.754856],[lambda x: x['F0'] > 0.5414669701007954,[1.356411],[3.222729]]],[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.5314582722928245,[0.731438],[lambda x: x['F0'] > 0.04665595142216317,[0.189396],[2.297707]]],[1.160039]]]
205;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_2_partition_0', 'test-file': 'test/generated_dataset_00500_1_10_2_partition_0', 'core-file': 'generated_dataset_00500_1_10_2'};4.837;[0.999993]
206;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_2_partition_1', 'test-file': 'test/generated_dataset_00500_1_10_2_partition_1', 'core-file': 'generated_dataset_00500_1_10_2'};5.094;[lambda x: x['F0'] > 0.8637415273140772,[lambda x: x['F4'] == 'Z',[1.107752],[0.731395]],[lambda x: x['F5'] == 'E',[1.055653],[5.061585]]]
207;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_2_partition_2', 'test-file': 'test/generated_dataset_00500_1_10_2_partition_2', 'core-file': 'generated_dataset_00500_1_10_2'};5.024;[lambda x: x['F0'] > 0.15054306804641748,[0.6346],[1.110366]]
208;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_2_partition_3', 'test-file': 'test/generated_dataset_00500_1_10_2_partition_3', 'core-file': 'generated_dataset_00500_1_10_2'};4.943;[0.999993]
209;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_2_partition_4', 'test-file': 'test/generated_dataset_00500_1_10_2_partition_4', 'core-file': 'generated_dataset_00500_1_10_2'};5.45;[lambda x: x['F2'] > 0.2638922506978995,[1.053631],[lambda x: x['F0'] > 0.47361845406469705,[0.763829],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.353378],[7.076779]],[lambda x: x['F0'] > 0.8637415273140772,[0.616124],[2.66544]]]]]
210;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_3_partition_0', 'test-file': 'test/generated_dataset_00500_1_10_3_partition_0', 'core-file': 'generated_dataset_00500_1_10_3'};5.057;[1.0]
211;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_3_partition_1', 'test-file': 'test/generated_dataset_00500_1_10_3_partition_1', 'core-file': 'generated_dataset_00500_1_10_3'};4.985;[lambda x: x['F4'] == 'X',[0.877219],[1.449119]]
212;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_3_partition_2', 'test-file': 'test/generated_dataset_00500_1_10_3_partition_2', 'core-file': 'generated_dataset_00500_1_10_3'};5.216;[1.0]
213;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_3_partition_3', 'test-file': 'test/generated_dataset_00500_1_10_3_partition_3', 'core-file': 'generated_dataset_00500_1_10_3'};5.231;[lambda x: x['F4'] == 'X',[0.887671],[1.312168]]
214;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_3_partition_4', 'test-file': 'test/generated_dataset_00500_1_10_3_partition_4', 'core-file': 'generated_dataset_00500_1_10_3'};5.143;[1.0]
215;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_4_partition_0', 'test-file': 'test/generated_dataset_00500_1_10_4_partition_0', 'core-file': 'generated_dataset_00500_1_10_4'};4.517;[lambda x: x['F2'] > 0.6459148889365032,[lambda x: x['F0'] > 0.24653208518707315,[0.507614],[lambda x: x['F4'] == 'X',[0.728599],[3.880105]]],[1.332565]]
216;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_4_partition_1', 'test-file': 'test/generated_dataset_00500_1_10_4_partition_1', 'core-file': 'generated_dataset_00500_1_10_4'};4.706;[lambda x: x['F2'] > 0.6459148889365032,[lambda x: x['F0'] > 0.24653208518707315,[0.594788],[lambda x: x['F4'] == 'X',[0.703773],[lambda x: x['F1'] > 0.8316821758833235,[4.726499],[1.096312]]]],[1.339683]]
217;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_4_partition_2', 'test-file': 'test/generated_dataset_00500_1_10_4_partition_2', 'core-file': 'generated_dataset_00500_1_10_4'};4.099;[lambda x: x['F2'] > 0.6459148889365032,[lambda x: x['F0'] > 0.24653208518707315,[0.537088],[lambda x: x['F4'] == 'X',[0.725481],[3.553979]]],[1.362422]]
218;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_4_partition_3', 'test-file': 'test/generated_dataset_00500_1_10_4_partition_3', 'core-file': 'generated_dataset_00500_1_10_4'};4.497;[lambda x: x['F2'] > 0.6459148889365032,[lambda x: x['F0'] > 0.24653208518707315,[0.583706],[lambda x: x['F4'] == 'X',[0.68687],[4.374924]]],[1.38604]]
219;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_10_4_partition_4', 'test-file': 'test/generated_dataset_00500_1_10_4_partition_4', 'core-file': 'generated_dataset_00500_1_10_4'};4.602;[lambda x: x['F2'] > 0.6459148889365032,[lambda x: x['F0'] > 0.24653208518707315,[0.529708],[lambda x: x['F4'] == 'X',[0.663318],[lambda x: x['F1'] > 0.8316821758833235,[4.640049],[1.47047]]]],[1.462013]]
220;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_0_partition_0', 'test-file': 'test/generated_dataset_00500_1_50_0_partition_0', 'core-file': 'generated_dataset_00500_1_50_0'};4.894;[lambda x: x['F4'] == 'Y',[0.857201],[lambda x: x['F2'] > 0.4651046791761366,[3.357313],[0.576428]]]
221;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_0_partition_1', 'test-file': 'test/generated_dataset_00500_1_50_0_partition_1', 'core-file': 'generated_dataset_00500_1_50_0'};4.783;[lambda x: x['F4'] == 'Y',[0.869563],[lambda x: x['F2'] > 0.4651046791761366,[3.460021],[0.552321]]]
222;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_0_partition_2', 'test-file': 'test/generated_dataset_00500_1_50_0_partition_2', 'core-file': 'generated_dataset_00500_1_50_0'};4.826;[lambda x: x['F0'] > 0.4558288601552033,[lambda x: x['F2'] > 0.7523154133922703,[lambda x: x['F5'] == 'D',[1.383305],[0.52536]],[0.428024]],[lambda x: x['F4'] == 'Y',[0.898322],[lambda x: x['F2'] > 0.4651046791761366,[4.292154],[0.522957]]]]
223;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_0_partition_3', 'test-file': 'test/generated_dataset_00500_1_50_0_partition_3', 'core-file': 'generated_dataset_00500_1_50_0'};5.347;[lambda x: x['F2'] > 0.6532582900843804,[lambda x: x['F5'] == 'C',[lambda x: x['F4'] == 'Y',[0.827943],[lambda x: x['F2'] > 0.4651046791761366,[3.910065],[0.458047]]],[2.086402]],[0.605056]]
224;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_0_partition_4', 'test-file': 'test/generated_dataset_00500_1_50_0_partition_4', 'core-file': 'generated_dataset_00500_1_50_0'};4.823;[lambda x: x['F2'] > 0.4651046791761366,[lambda x: x['F4'] == 'Y',[0.943433],[3.132917]],[0.722393]]
225;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_1_partition_0', 'test-file': 'test/generated_dataset_00500_1_50_1_partition_0', 'core-file': 'generated_dataset_00500_1_50_1'};4.74;[lambda x: x['F5'] == 'B',[lambda x: x['F2'] > 0.2921180894419762,[0.869626],[lambda x: x['F0'] > 0.23500881661923728,[0.298124],[2.300711]]],[0.484592]]
226;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_1_partition_1', 'test-file': 'test/generated_dataset_00500_1_50_1_partition_1', 'core-file': 'generated_dataset_00500_1_50_1'};4.861;[lambda x: x['F2'] > 0.2921180894419762,[0.801175],[lambda x: x['F0'] > 0.23500881661923728,[0.352842],[lambda x: x['F5'] == 'B',[2.080628],[0.608873]]]]
227;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_1_partition_2', 'test-file': 'test/generated_dataset_00500_1_50_1_partition_2', 'core-file': 'generated_dataset_00500_1_50_1'};5.02;[lambda x: x['F5'] == 'B',[lambda x: x['F2'] > 0.2921180894419762,[0.900684],[lambda x: x['F0'] > 0.14453380697356177,[0.05586],[1.781626]]],[0.507709]]
228;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_1_partition_3', 'test-file': 'test/generated_dataset_00500_1_50_1_partition_3', 'core-file': 'generated_dataset_00500_1_50_1'};4.9;[lambda x: x['F0'] > 0.23500881661923728,[0.484394],[lambda x: x['F5'] == 'B',[1.487868],[0.607046]]]
229;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_1_partition_4', 'test-file': 'test/generated_dataset_00500_1_50_1_partition_4', 'core-file': 'generated_dataset_00500_1_50_1'};4.861;[lambda x: x['F0'] > 0.23500881661923728,[0.43937],[lambda x: x['F5'] == 'B',[lambda x: x['F2'] > 0.3782483929012383,[1.102727],[2.152396]],[0.543673]]]
230;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_2_partition_0', 'test-file': 'test/generated_dataset_00500_1_50_2_partition_0', 'core-file': 'generated_dataset_00500_1_50_2'};4.839;[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3831037780501871,[lambda x: x['F2'] > 0.6654510911720457,[3.788131],[0.843179]],[lambda x: x['F1'] > 0.93141326263278,[0.880444],[0.093186]]],[lambda x: x["F3"],[lambda x: x['F0'] > 0.7452379659010402,[1.106228],[0.149106]],[lambda x: x['F2'] > 0.34044960146696984,[2.322613],[0.566784]]]]
231;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_2_partition_1', 'test-file': 'test/generated_dataset_00500_1_50_2_partition_1', 'core-file': 'generated_dataset_00500_1_50_2'};4.813;[lambda x: x['F2'] > 0.6654510911720457,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3831037780501871,[3.599265],[0.682317]],[0.989553]],[0.767778]]
232;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_2_partition_2', 'test-file': 'test/generated_dataset_00500_1_50_2_partition_2', 'core-file': 'generated_dataset_00500_1_50_2'};4.748;[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3831037780501871,[lambda x: x['F2'] > 0.6654510911720457,[5.057432],[0.840234]],[lambda x: x['F1'] > 0.93141326263278,[0.839831],[0.173908]]],[lambda x: x['F0'] > 0.6428349093436783,[lambda x: x['F1'] > 0.27092064361677104,[0.379399],[1.008338]],[lambda x: x["F3"],[0.182285],[2.002572]]]]
233;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_2_partition_3', 'test-file': 'test/generated_dataset_00500_1_50_2_partition_3', 'core-file': 'generated_dataset_00500_1_50_2'};5.249;[lambda x: x['F1'] > 0.3831037780501871,[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.6654510911720457,[lambda x: x['F0'] > 0.4454692361645124,[2.650525],[7.784949]],[0.846697]],[0.569475]],[0.834488]]
234;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_2_partition_4', 'test-file': 'test/generated_dataset_00500_1_50_2_partition_4', 'core-file': 'generated_dataset_00500_1_50_2'};4.632;[lambda x: x['F1'] > 0.3831037780501871,[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.6654510911720457,[4.165007],[0.762991]],[0.472611]],[0.866579]]
235;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_3_partition_0', 'test-file': 'test/generated_dataset_00500_1_50_3_partition_0', 'core-file': 'generated_dataset_00500_1_50_3'};4.976;[lambda x: x['F0'] > 0.8758096104625044,[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.45104596076981784,[0.813364],[1.398161]],[lambda x: x['F1'] > 0.26224982005328973,[0.395195],[0.840866]]],[lambda x: x['F5'] == 'E',[1.210035],[lambda x: x['F1'] > 0.15539153440153308,[0.229413],[26.731671]]]]
236;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_3_partition_1', 'test-file': 'test/generated_dataset_00500_1_50_3_partition_1', 'core-file': 'generated_dataset_00500_1_50_3'};4.88;[lambda x: x['F0'] > 0.45104596076981784,[0.734865],[lambda x: x['F5'] == 'E',[1.076778],[2.872628]]]
237;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_3_partition_2', 'test-file': 'test/generated_dataset_00500_1_50_3_partition_2', 'core-file': 'generated_dataset_00500_1_50_3'};5.516;[lambda x: x['F0'] > 0.45104596076981784,[0.760551],[lambda x: x['F1'] > 0.26224982005328973,[lambda x: x['F4'] == 'Y',[2.228463],[0.275003]],[lambda x: x['F5'] == 'E',[1.039862],[lambda x: x['F0'] > 0.8758096104625044,[3.198619],[26.83234]]]]]
238;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_3_partition_3', 'test-file': 'test/generated_dataset_00500_1_50_3_partition_3', 'core-file': 'generated_dataset_00500_1_50_3'};5.581;[lambda x: x['F0'] > 0.45104596076981784,[0.793467],[lambda x: x['F1'] > 0.26224982005328973,[lambda x: x['F4'] == 'Y',[2.585095],[0.44162]],[lambda x: x['F5'] == 'E',[1.01267],[3.445498]]]]
239;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_3_partition_4', 'test-file': 'test/generated_dataset_00500_1_50_3_partition_4', 'core-file': 'generated_dataset_00500_1_50_3'};5.581;[lambda x: x['F0'] > 0.45104596076981784,[0.805111],[lambda x: x['F1'] > 0.26224982005328973,[lambda x: x['F4'] == 'Z',[0.6794],[4.180212]],[lambda x: x['F5'] == 'E',[0.980141],[4.942537]]]]
240;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_4_partition_0', 'test-file': 'test/generated_dataset_00500_1_50_4_partition_0', 'core-file': 'generated_dataset_00500_1_50_4'};5.306;[lambda x: x["F3"],[lambda x: x['F1'] > 0.566948492076083,[lambda x: x['F4'] == 'Z',[1.452617],[0.395641]],[1.008022]],[lambda x: x['F0'] > 0.24395849845531908,[lambda x: x['F2'] > 0.23145700037931066,[0.126148],[2.097517]],[lambda x: x['F0'] > 0.5570701953447095,[0.3996],[1.407759]]]]
241;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_4_partition_1', 'test-file': 'test/generated_dataset_00500_1_50_4_partition_1', 'core-file': 'generated_dataset_00500_1_50_4'};5.054;[1.0]
242;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_4_partition_2', 'test-file': 'test/generated_dataset_00500_1_50_4_partition_2', 'core-file': 'generated_dataset_00500_1_50_4'};4.884;[1.0]
243;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_4_partition_3', 'test-file': 'test/generated_dataset_00500_1_50_4_partition_3', 'core-file': 'generated_dataset_00500_1_50_4'};4.795;[1.0]
244;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_50_4_partition_4', 'test-file': 'test/generated_dataset_00500_1_50_4_partition_4', 'core-file': 'generated_dataset_00500_1_50_4'};5.078;[1.0]
245;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_0_partition_0', 'test-file': 'test/generated_dataset_00500_1_80_0_partition_0', 'core-file': 'generated_dataset_00500_1_80_0'};4.027;[lambda x: x['F1'] > 0.44953654267115434,[0.437063],[lambda x: x['F4'] == 'Z',[0.140406],[5.598439]]]
246;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_0_partition_1', 'test-file': 'test/generated_dataset_00500_1_80_0_partition_1', 'core-file': 'generated_dataset_00500_1_80_0'};4.061;[lambda x: x['F1'] > 0.3588796936326484,[0.339397],[lambda x: x['F4'] == 'Z',[0.154096],[5.500767]]]
247;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_0_partition_2', 'test-file': 'test/generated_dataset_00500_1_80_0_partition_2', 'core-file': 'generated_dataset_00500_1_80_0'};3.761;[lambda x: x['F1'] > 0.3588796936326484,[0.421144],[lambda x: x['F4'] == 'Z',[0.132813],[lambda x: x['F0'] > 0.867617428413476,[6.322253],[2.249142]]]]
248;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_0_partition_3', 'test-file': 'test/generated_dataset_00500_1_80_0_partition_3', 'core-file': 'generated_dataset_00500_1_80_0'};3.645;[lambda x: x['F1'] > 0.3588796936326484,[0.35496],[lambda x: x['F2'] > 0.9483025652313637,[lambda x: x['F4'] == 'Z',[0.084018],[5.64859]],[1.377158]]]
249;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_0_partition_4', 'test-file': 'test/generated_dataset_00500_1_80_0_partition_4', 'core-file': 'generated_dataset_00500_1_80_0'};3.985;[lambda x: x['F1'] > 0.3588796936326484,[0.447209],[lambda x: x['F4'] == 'Z',[0.124243],[5.794499]]]
250;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_1_partition_0', 'test-file': 'test/generated_dataset_00500_1_80_1_partition_0', 'core-file': 'generated_dataset_00500_1_80_1'};4.34;[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.250551811632646,[2.365207],[1.083795]],[0.351998]]
251;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_1_partition_1', 'test-file': 'test/generated_dataset_00500_1_80_1_partition_1', 'core-file': 'generated_dataset_00500_1_80_1'};4.207;[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.347940302248444,[0.046596],[0.41919]],[lambda x: x['F2'] > 0.14852429808137585,[5.186291],[0.92076]]],[lambda x: x['F2'] > 0.347940302248444,[lambda x: x['F5'] == 'B',[1.344962],[8.738484]],[lambda x: x["F3"],[2.843678],[0.114858]]]]
252;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_1_partition_2', 'test-file': 'test/generated_dataset_00500_1_80_1_partition_2', 'core-file': 'generated_dataset_00500_1_80_1'};4.273;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14852429808137585,[lambda x: x['F4'] == 'Z',[4.088258],[0.098991]],[lambda x: x['F5'] == 'D',[0.486406],[1.459719]]],[lambda x: x["F3"],[lambda x: x['F2'] > 0.7582258240106223,[1.496055],[5.539627]],[lambda x: x['F2'] > 0.347940302248444,[4.619597],[0.055471]]]]
253;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_1_partition_3', 'test-file': 'test/generated_dataset_00500_1_80_1_partition_3', 'core-file': 'generated_dataset_00500_1_80_1'};4.172;[lambda x: x['F2'] > 0.44512515826865806,[lambda x: x['F2'] > 0.250551811632646,[lambda x: x['F4'] == 'Z',[2.826657],[0.144544]],[0.677804]],[lambda x: x['F4'] == 'X',[0.641042],[lambda x: x["F3"],[3.626915],[0.057339]]]]
