id;settings;time;results 
39;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_4", "test-file": "test/flchain_partition_4", "core-file": "flchain"};3.00091574986776;[lambda x: x['fac_chapter'] == 'missing',[lambda x: x['num_kappa'] > 2.49,[lambda x: x['num_sample_yr'] > 1997,[lambda x: x['num_age'] > 84,[None],[None]],[lambda x: x['num_sample_yr'] > 1998,[None],[None]]],[lambda x: x['num_lambda'] > 4.04,[lambda x: x['fac_chapter'] == 'Nervous',[None],[None]],[None]]],[lambda x: x['num_sample_yr'] > 1997,[lambda x: x['num_sample_yr'] > 1996,[lambda x: x['num_sample_yr'] > 1995,[None],[None]],[None]],[lambda x: x['num_sample_yr'] > 1999,[lambda x: x['num_sample_yr'] > 1998,[None],[None]],[lambda x: x['num_sample_yr'] > 2000,[None],[None]]]]] 
40;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_0", "test-file": "test/Framingham_partition_0", "core-file": "Framingham"};1.56569803555806;[lambda x: x['num_age'] > 44,[lambda x: x['num_dbp'] > 89,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 225,[None],[None]],[lambda x: x['num_sbp'] > 106,[None],[None]]],[lambda x: x['num_scl'] > 217,[None],[lambda x: x['num_scl'] > 260,[None],[None]]]],[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 222,[None],[lambda x: x['num_sbp'] > 115,[None],[None]]],[lambda x: x['num_sbp'] > 158,[lambda x: x['num_age'] > 57,[None],[None]],[lambda x: x['num_sbp'] > 208,[None],[None]]]]] 
41;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_1", "test-file": "test/Framingham_partition_1", "core-file": "Framingham"};1.53112610181173;[lambda x: x['num_sbp'] > 125,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 224,[lambda x: x['num_age'] > 41,[None],[None]],[lambda x: x['num_age'] > 41,[None],[None]]],[lambda x: x['num_age'] > 41,[lambda x: x['num_bmi'] > 33.7,[None],[None]],[lambda x: x['num_scl'] > 292,[None],[None]]]],[lambda x: x['num_age'] > 51,[lambda x: x['num_scl'] > 217,[lambda x: x['fac_sex'] == 'F',[None],[None]],[lambda x: x['fac_sex'] == 'F',[None],[None]]],[lambda x: x['num_sbp'] > 186,[lambda x: x['fac_sex'] == 'F',[None],[None]],[None]]]] 
42;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_2", "test-file": "test/Framingham_partition_2", "core-file": "Framingham"};1.52581585248311;[lambda x: x['num_age'] > 44,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 230,[None],[None]],[lambda x: x['num_bmi'] > 29.6,[None],[lambda x: x['num_sbp'] > 116,[None],[None]]]],[lambda x: x['num_sbp'] > 166,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 223,[None],[None]],[lambda x: x['num_scl'] > 237,[None],[None]]],[None]]] 
43;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_3", "test-file": "test/Framingham_partition_3", "core-file": "Framingham"};1.44430106480916;[lambda x: x['num_age'] > 44,[lambda x: x['num_scl'] > 229,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_sbp'] > 134,[None],[None]],[lambda x: x['num_dbp'] > 76,[None],[None]]],[lambda x: x['num_dbp'] > 84,[lambda x: x['fac_sex'] == 'F',[None],[None]],[lambda x: x['num_scl'] > 313,[None],[None]]]],[lambda x: x['num_sbp'] > 166,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_scl'] > 222,[None],[None]],[lambda x: x['num_scl'] > 277,[None],[None]]],[None]]] 
44;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_4", "test-file": "test/Framingham_partition_4", "core-file": "Framingham"};1.47374920050303;[lambda x: x['num_age'] > 44,[lambda x: x['num_scl'] > 227,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_bmi'] > 22.3,[None],[None]],[lambda x: x['num_dbp'] > 76,[None],[None]]],[lambda x: x['num_dbp'] > 84,[lambda x: x['fac_sex'] == 'F',[None],[None]],[None]]],[lambda x: x['num_sbp'] > 188,[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_bmi'] > 24.3,[None],[None]],[lambda x: x['num_age'] > 54,[None],[None]]],[None]]] 
45;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_0", "test-file": "test/hdfail_partition_0", "core-file": "hdfail"};27.7652852853139;[lambda x: x['fac_psc'] > 0,[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[lambda x: x['fac_type'] == 'ST31500541AS',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]],[lambda x: x['fac_type'] == 'HDS5C4040ALE630',[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] in ['HDS723030ALA640','ST31500341AS','WD10EADS','WD30EZRX','ST6000DX000','WD60EFRX','ST32000542AS','ST33000651AS','HN','WD5000LPVX','ST4000DX000','WD1600AAJS','ST1500DL003','WD10EACS','ST320LT007','ST3160316AS','ST9250315AS','DT01ACA300','WD800BB','ST3160318AS','WD20EFRX','HUH728080ALE600','WD40EFRX','HDS724040ALE640','MD04ABA400V','MD04ABA500V','WD800AAJS','WD10EADX','ST9320325AS','WD5000BPKT','WD800AAJB','WD800JB','ST320005XXXX','WD30EZRS','ST2000DL003','HDT721010SLA360','HD103UJ','WD3200BEKX','ST2000DL001','HDS723020BLA642','HDS723030BLE640','ST250LT007','WD1600AAJB','WD2500BPVT','ST2000DM001','WD3200AAJS','WD5002ABYS','ST1500DM003','ST2000VN000','WD10EARS','HD154UI','WD1600BPVT','WD10EARX','WD15EARS','WD2500AAJS','WD3200AAJB','ST1500DL001','WD1001FALS','WD2500AAJB','WD3200LPVX','WD5003ABYX','WD800LB','HDS5C3030BLE630','HDT725025VLA380','ST3500320AS','WD10EALS','WD15EADS','WD2500BEVT','WD2500JB','WD3200AAKS','WD3200BEKT','WD5000AAJS','WD800JD'],[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['num_temp'] > 27,[None],[None]]],[lambda x: x['fac_rsc'] > 0,[None],[lambda x: x['fac_type'] == 'ST4000DM000',[None],[None]]]]] 
46;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_1", "test-file": "test/hdfail_partition_1", "core-file": "hdfail"};1.05185606804159;[lambda x: x['fac_psc'] > 0,[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[lambda x: x['fac_type'] == 'ST31500541AS',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]],[lambda x: x['fac_type'] == 'HDS5C4040ALE630',[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] in ['HDS723030ALA640','ST31500341AS','WD10EADS','WD30EZRX','ST6000DX000','WD60EFRX','ST32000542AS','ST33000651AS','HN','WD5000LPVX','ST4000DX000','WD1600AAJS','ST1500DL003','WD10EACS','ST320LT007','ST3160316AS','ST9250315AS','DT01ACA300','WD800BB','ST3160318AS','WD20EFRX','HUH728080ALE600','WD40EFRX','HDS724040ALE640','MD04ABA400V','MD04ABA500V','WD800AAJS','WD10EADX','ST9320325AS','WD5000BPKT','WD800AAJB','WD800JB','ST320005XXXX','WD30EZRS','ST2000DL003','HDT721010SLA360','HD103UJ','WD3200BEKX','ST2000DL001','HDS723020BLA642','HDS723030BLE640','ST250LT007','WD1600AAJB','WD2500BPVT','ST2000DM001','WD3200AAJS','WD5002ABYS','ST1500DM003','ST2000VN000','WD10EARS','HD154UI','WD1600BPVT','WD10EARX','WD15EARS','WD2500AAJS','WD3200AAJB','ST1500DL001','WD1001FALS','WD2500AAJB','WD3200LPVX','WD5003ABYX','WD800LB','HDS5C3030BLE630','HDT725025VLA380','ST3500320AS','WD10EALS','WD15EADS','WD2500BEVT','WD2500JB','WD3200AAKS','WD3200BEKT','WD5000AAJS','WD800JD'],[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['num_temp'] > 26,[None],[None]]],[lambda x: x['fac_rsc'] > 0,[None],[lambda x: x['fac_type'] == 'ST4000DM000',[None],[None]]]]] 
47;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_2", "test-file": "test/hdfail_partition_2", "core-file": "hdfail"};43.4520357648532;[lambda x: x['fac_psc'] > 0,[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[lambda x: x['fac_type'] == 'ST31500541AS',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]],[lambda x: x['fac_type'] == 'HDS5C4040ALE630',[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] in ['HDS723030ALA640','ST31500341AS','WD10EADS','WD30EZRX','ST6000DX000','WD60EFRX','ST32000542AS','ST33000651AS','HN','WD5000LPVX','ST4000DX000','WD1600AAJS','ST1500DL003','WD10EACS','ST320LT007','ST3160316AS','ST9250315AS','DT01ACA300','WD800BB','ST3160318AS','WD20EFRX','HUH728080ALE600','WD40EFRX','HDS724040ALE640','MD04ABA400V','MD04ABA500V','WD800AAJS','WD10EADX','ST9320325AS','WD5000BPKT','WD800AAJB','WD800JB','ST320005XXXX','WD30EZRS','ST2000DL003','HDT721010SLA360','HD103UJ','WD3200BEKX','ST2000DL001','HDS723020BLA642','HDS723030BLE640','ST250LT007','WD1600AAJB','WD2500BPVT','ST2000DM001','WD3200AAJS','WD5002ABYS','ST1500DM003','ST2000VN000','WD10EARS','HD154UI','WD1600BPVT','WD10EARX','WD15EARS','WD2500AAJS','WD3200AAJB','ST1500DL001','WD1001FALS','WD2500AAJB','WD3200LPVX','WD5003ABYX','WD800LB','HDS5C3030BLE630','HDT725025VLA380','ST3500320AS','WD10EALS','WD15EADS','WD2500BEVT','WD2500JB','WD3200AAKS','WD3200BEKT','WD5000AAJS','WD800JD'],[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]] 
48;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_3", "test-file": "test/hdfail_partition_3", "core-file": "hdfail"};47.7017797668775;[lambda x: x['fac_psc'] > 0,[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_rsc'] > 0,[lambda x: x['fac_type'] == 'ST31500541AS',[None],[None]],[lambda x: x['fac_type'] == 'ST3000DM001',[None],[None]]],[lambda x: x['fac_type'] == 'HDS5C4040ALE630',[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] in ['HDS723030ALA640','ST31500341AS','WD10EADS','WD30EZRX','ST6000DX000','WD60EFRX','ST32000542AS','ST33000651AS','HN','WD5000LPVX','ST4000DX000','WD1600AAJS','ST1500DL003','WD10EACS','ST320LT007','ST3160316AS','ST9250315AS','DT01ACA300','WD800BB','ST3160318AS','WD20EFRX','HUH728080ALE600','WD40EFRX','HDS724040ALE640','MD04ABA400V','MD04ABA500V','WD800AAJS','WD10EADX','ST9320325AS','WD5000BPKT','WD800AAJB','WD800JB','ST320005XXXX','WD30EZRS','ST2000DL003','HDT721010SLA360','HD103UJ','WD3200BEKX','ST2000DL001','HDS723020BLA642','HDS723030BLE640','ST250LT007','WD1600AAJB','WD2500BPVT','ST2000DM001','WD3200AAJS','WD5002ABYS','ST1500DM003','ST2000VN000','WD10EARS','HD154UI','WD1600BPVT','WD10EARX','WD15EARS','WD2500AAJS','WD3200AAJB','ST1500DL001','WD1001FALS','WD2500AAJB','WD3200LPVX','WD5003ABYX','WD800LB','HDS5C3030BLE630','HDT725025VLA380','ST3500320AS','WD10EALS','WD15EADS','WD2500BEVT','WD2500JB','WD3200AAKS','WD3200BEKT','WD5000AAJS','WD800JD'],[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['num_temp'] > 26,[None],[None]]],[lambda x: x['fac_type'] == 'ST4000DM000',[None],[None]]]] 
49;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_4", "test-file": "test/hdfail_partition_4", "core-file": "hdfail"};46.4212870836258;[lambda x: x['fac_psc'] > 0,[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_rsc'] > 0,[lambda x: x['fac_type'] == 'ST31500541AS',[None],[None]],[lambda x: x['fac_type'] == 'ST3000DM001',[None],[None]]],[lambda x: x['fac_type'] == 'HDS5C4040ALE630',[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] in ['HDS723030ALA640','ST31500341AS','WD10EADS','WD30EZRX','ST6000DX000','WD60EFRX','ST32000542AS','ST33000651AS','HN','WD5000LPVX','ST4000DX000','WD1600AAJS','ST1500DL003','WD10EACS','ST320LT007','ST3160316AS','ST9250315AS','DT01ACA300','WD800BB','ST3160318AS','WD20EFRX','HUH728080ALE600','WD40EFRX','HDS724040ALE640','MD04ABA400V','MD04ABA500V','WD800AAJS','WD10EADX','ST9320325AS','WD5000BPKT','WD800AAJB','WD800JB','ST320005XXXX','WD30EZRS','ST2000DL003','HDT721010SLA360','HD103UJ','WD3200BEKX','ST2000DL001','HDS723020BLA642','HDS723030BLE640','ST250LT007','WD1600AAJB','WD2500BPVT','ST2000DM001','WD3200AAJS','WD5002ABYS','ST1500DM003','ST2000VN000','WD10EARS','HD154UI','WD1600BPVT','WD10EARX','WD15EARS','WD2500AAJS','WD3200AAJB','ST1500DL001','WD1001FALS','WD2500AAJB','WD3200LPVX','WD5003ABYX','WD800LB','HDS5C3030BLE630','HDT725025VLA380','ST3500320AS','WD10EALS','WD15EADS','WD2500BEVT','WD2500JB','WD3200AAKS','WD3200BEKT','WD5000AAJS','WD800JD'],[lambda x: x['fac_type'] == 'HDS722020ALA330',[None],[None]],[lambda x: x['fac_rsc'] > 0,[None],[None]]],[lambda x: x['fac_rsc'] > 0,[None],[lambda x: x['fac_type'] == 'ST4000DM000',[None],[None]]]]] 
50;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_0", "test-file": "test/nwtco_partition_0", "core-file": "nwtco"};4.14156861702601;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 2,[lambda x: x['num_stage'] > 1,[lambda x: x['num_age'] > 11,[None],[None]],[None]],[lambda x: x['num_stage'] > 3,[None],[None]]],[lambda x: x['num_age'] > 38,[None],[lambda x: x['num_age'] > 84,[lambda x: x['num_stage'] > 1,[None],[None]],[None]]]] 
51;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_1", "test-file": "test/nwtco_partition_1", "core-file": "nwtco"};3.16940074761709;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 2,[lambda x: x['num_stage'] > 1,[lambda x: x['num_age'] > 11,[None],[None]],[None]],[None]],[lambda x: x['num_age'] > 38,[None],[lambda x: x['num_age'] > 120,[lambda x: x['num_stage'] > 1,[None],[None]],[None]]]] 
52;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_2", "test-file": "test/nwtco_partition_2", "core-file": "nwtco"};2.92909771601359;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 2,[None],[None]],[lambda x: x['num_age'] > 38,[None],[lambda x: x['num_age'] > 120,[None],[None]]]] 
53;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_3", "test-file": "test/nwtco_partition_3", "core-file": "nwtco"};3.60576105117798;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 3,[lambda x: x['num_stage'] > 1,[lambda x: x['num_age'] > 10,[None],[None]],[None]],[None]],[lambda x: x['num_age'] > 84,[lambda x: x['num_stage'] > 1,[None],[lambda x: x['num_age'] > 44,[None],[None]]],[None]]] 
54;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_4", "test-file": "test/nwtco_partition_4", "core-file": "nwtco"};2.42771783272425;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 2,[lambda x: x['num_stage'] > 1,[lambda x: x['num_age'] > 20,[None],[None]],[None]],[lambda x: x['fac_in_subcohort'] == 'False',[None],[None]]],[lambda x: x['num_age'] > 84,[lambda x: x['num_stage'] > 1,[None],[lambda x: x['num_age'] > 43,[None],[None]]],[None]]] 
55;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_0", "test-file": "test/oldmort_partition_0", "core-file": "oldmort"};5.11442960103353;[lambda x: x['num_birthdate'] > 1781.70941,[lambda x: x['num_birthdate'] > 1775.09189,[None],[lambda x: x['fac_sex'] == 'female',[None],[lambda x: x['num_birthdate'] > 1778.05704,[None],[None]]]],[lambda x: x['num_birthdate'] > 1789.46864,[lambda x: x['num_birthdate'] > 1786.57194,[lambda x: x['fac_civ'] == 'widow',[None],[None]],[None]],[lambda x: x['num_birthdate'] > 1813.87708,[lambda x: x['fac_region'] == 'rural',[None],[None]],[lambda x: x['fac_sex'] == 'female',[None],[None]]]]] 
56;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_1", "test-file": "test/oldmort_partition_1", "core-file": "oldmort"};6.02027226289113;[lambda x: x['num_birthdate'] > 1781.70941,[lambda x: x['num_birthdate'] > 1775.09189,[lambda x: x['num_birthdate'] > 1772.34851,[None],[None]],[None]],[lambda x: x['fac_region'] == 'rural',[None],[None]]] 
57;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_2", "test-file": "test/oldmort_partition_2", "core-file": "oldmort"};4.73203454812368;[lambda x: x['num_birthdate'] > 1781.70941,[lambda x: x['num_birthdate'] > 1775.09189,[None],[None]],[lambda x: x['num_birthdate'] > 1789.49054,[lambda x: x['num_birthdate'] > 1786.53634,[None],[None]],[lambda x: x['num_birthdate'] > 1813.70459,[lambda x: x['fac_region'] == 'rural',[None],[None]],[lambda x: x['num_birthdate'] > 1817.12424,[None],[None]]]]] 
58;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_3", "test-file": "test/oldmort_partition_3", "core-file": "oldmort"};6.14038170178731;[lambda x: x['num_birthdate'] > 1781.70941,[lambda x: x['num_birthdate'] > 1775.09189,[lambda x: x['num_birthdate'] > 1771.33274,[None],[None]],[None]],[lambda x: x['fac_ses_50'] == 'farmer',[None],[lambda x: x['num_birthdate'] > 1788.64453,[None],[None]]]] 
59;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_4", "test-file": "test/oldmort_partition_4", "core-file": "oldmort"};7.85497919718425;[lambda x: x['num_birthdate'] > 1781.70941,[lambda x: x['num_birthdate'] > 1775.09189,[lambda x: x['num_birthdate'] > 1772.34851,[None],[None]],[None]],[lambda x: x['fac_region'] == 'rural',[None],[lambda x: x['fac_ses_50'] == 'farmer',[lambda x: x['fac_birthplace'] == 'remote',[None],[None]],[lambda x: x['fac_civ'] == 'widow',[None],[None]]]]] 
60;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/prostateSurvival_partition_0", "test-file": "test/prostateSurvival_partition_0", "core-file": "prostateSurvival"};3.93781708478928;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1ab',[lambda x: x['fac_stage'] == 'T2',[None],[lambda x: x['fac_ageGroup'] == '80+',[None],[None]]],[None]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[None]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]]] 
61;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/prostateSurvival_partition_1", "test-file": "test/prostateSurvival_partition_1", "core-file": "prostateSurvival"};3.84919113318125;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1c',[lambda x: x['fac_stage'] == 'T1ab',[lambda x: x['fac_ageGroup'] == '80+',[None],[None]],[None]],[None]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[None]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]]] 
62;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/prostateSurvival_partition_2", "test-file": "test/prostateSurvival_partition_2", "core-file": "prostateSurvival"};3.89918655157089;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1ab',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[None],[None]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]],[None]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[None]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]]] 
63;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/prostateSurvival_partition_3", "test-file": "test/prostateSurvival_partition_3", "core-file": "prostateSurvival"};3.9515765508016;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1c',[lambda x: x['fac_ageGroup'] == '70-74',[lambda x: x['fac_ageGroup'] == '66-69',[None],[None]],[None]],[None]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[lambda x: x['fac_stage'] == 'T1ab',[None],[None]]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]]] 
64;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/prostateSurvival_partition_4", "test-file": "test/prostateSurvival_partition_4", "core-file": "prostateSurvival"};4.44197186628977;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1c',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[None]],[None]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[lambda x: x['fac_stage'] == 'T1ab',[None],[None]],[lambda x: x['fac_stage'] == 'T1ab',[None],[None]]],[lambda x: x['fac_stage'] == 'T2',[None],[None]]]] 
65;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/rott2_partition_0", "test-file": "test/rott2_partition_0", "core-file": "rott2"};1.51179994742076;[lambda x: x['num_nodes'] > 2,[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['num_nodes'] > 0,[None],[lambda x: x['num_age'] > 61,[None],[None]]],[lambda x: x['fac_grade'] > 2,[None],[None]]],[lambda x: x['num_nodes'] > 4,[None],[None]]] 
66;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/rott2_partition_1", "test-file": "test/rott2_partition_1", "core-file": "rott2"};1.51885635058085;[lambda x: x['num_nodes'] > 2,[lambda x: x['num_nodes'] > 0,[lambda x: x['fac_grade'] > 2,[lambda x: x['num_progesterone'] > 35,[None],[None]],[None]],[lambda x: x['num_age'] > 73,[lambda x: x['fac_chemo'] == 'no',[None],[None]],[None]]],[lambda x: x['num_nodes'] > 5,[lambda x: x['fac_grade'] > 2,[None],[lambda x: x['fac_chemo'] == 'no',[None],[None]]],[lambda x: x['num_year'] > 1989,[None],[lambda x: x['num_progesterone'] > 63,[None],[None]]]]] 
67;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/rott2_partition_2", "test-file": "test/rott2_partition_2", "core-file": "rott2"};1.55124996503194;[lambda x: x['num_nodes'] > 2,[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['num_nodes'] > 0,[lambda x: x['fac_meno'] == 'post',[None],[None]],[lambda x: x['num_age'] > 70,[None],[None]]],[lambda x: x['fac_grade'] > 2,[lambda x: x['fac_meno'] == 'post',[None],[None]],[None]]],[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['num_nodes'] > 5,[None],[None]],[lambda x: x['num_nodes'] > 7,[None],[None]]]] 
68;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/rott2_partition_3", "test-file": "test/rott2_partition_3", "core-file": "rott2"};1.4073704679807;[lambda x: x['num_nodes'] > 2,[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['fac_meno'] == 'post',[None],[lambda x: x['num_year'] > 1985,[None],[None]]],[lambda x: x['num_progesterone'] > 27,[None],[lambda x: x['num_age'] > 71,[None],[None]]]],[lambda x: x['fac_tsize'] == '>50mm',[lambda x: x['fac_tsize'] == '>20-50mmm',[lambda x: x['num_nodes'] > 8,[None],[None]],[None]],[None]]] 
69;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/rott2_partition_4", "test-file": "test/rott2_partition_4", "core-file": "rott2"};1.38611348470052;[lambda x: x['num_nodes'] > 2,[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['num_nodes'] > 0,[None],[lambda x: x['num_age'] > 66,[None],[None]]],[lambda x: x['fac_grade'] > 2,[lambda x: x['fac_meno'] == 'post',[None],[None]],[None]]],[lambda x: x['fac_tsize'] == '<=20mm',[lambda x: x['num_year'] > 1988,[lambda x: x['fac_chemo'] == 'no',[None],[None]],[lambda x: x['num_progesterone'] > 80,[None],[None]]],[lambda x: x['num_nodes'] > 8,[lambda x: x['fac_meno'] == 'post',[None],[None]],[None]]]] 
70;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/UnempDur_partition_0", "test-file": "test/UnempDur_partition_0", "core-file": "UnempDur"};33.1979131698608;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_age'] > 47,[None],[None]],[lambda x: x['num_logwage'] > 5.24702,[None],[lambda x: x['num_disrate'] > 0.203,[None],[None]]]] 
