id;settings;time;tree
42;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Framingham_partition_2", "test-file": "test/Framingham_partition_2", "core-file": "Framingham"};193.364;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 217.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
43;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Framingham_partition_3", "test-file": "test/Framingham_partition_3", "core-file": "Framingham"};193.298;[lambda x: x['num_age'] < 45.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]
44;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Framingham_partition_4", "test-file": "test/Framingham_partition_4", "core-file": "Framingham"};251.819;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 189.0,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 223.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
45;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_0", "test-file": "test/hdfail_partition_0", "core-file": "hdfail"};2120.657;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','ST3160316AS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD3200AAKS','WD10EADX','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST9250315AS','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','HDS722020ALA330','ST1500DL001','WD5002ABYS','WD15EADS','ST250LT007','MD04ABA400V','WD10EARX'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','ST32000542AS','WD10EADX','DT01ACA300','ST320005XXXX','HDT721010SLA360','WD10EARS','WD1600AAJB','WD10EALS','ST1500DL003','ST33000651AS','HDT725025VLA380','WD15EARS','ST3000DM001','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','ST1500DM003','HD103UJ','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','ST1500DL001','WD15EADS','WD1600AAJS','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST2000DL001','WD3200AAKS','ST32000542AS','WD800JB','WD10EADX','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD40EFRX','WD5003ABYX','WD2500BEVT','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD15EARS','WD800BB','WD800AAJS','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST2000DL001','ST2000DM001','ST2000DL003','ST1500DL003','ST2000VN000','WD2500JB','ST1500DM003'],[None],[None]],[lambda x: x['fac_type'] in ['ST4000DX000','ST320LT007','ST32000542AS','WD2500AAJS','WD10EADX','DT01ACA300','ST320005XXXX','ST4000DM000','ST6000DX000','WD2500AAJB','WD30EZRX','WD20EFRX','ST33000651AS','WD2500BPVT','ST9320325AS','WD800AAJS','WD5000LPVX','WD2500JB','HN','ST3160318AS','ST9250315AS','WD30EFRX','ST31500341AS','HMS5C4040ALE640','HUH728080ALE600','ST31500541AS','ST3160316AS','WD1600AAJS'],[None],[None]]]]
46;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_1", "test-file": "test/hdfail_partition_1", "core-file": "hdfail"};2295.39;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','ST33000651AS','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','WD30EFRX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST3160316AS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST320LT007','ST32000542AS','WD800JB','ST320005XXXX','ST4000DM000','ST6000DX000','WD800JD','ST33000651AS','ST9320325AS','WD800BB','WD800AAJS','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','WD800LB','ST3500320AS','ST31500541AS','ST3160316AS','WD800AAJB','HDS724040ALE640'],[None],[None]],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST2000DL001','WD2500AAJS','WD800JB','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','WD800JD','WD2500BPVT','ST9320325AS','WD800BB','WD800AAJS','WD5000LPVX','WD2500JB','HD154UI','HN','ST9250315AS','WD30EFRX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','HUH728080ALE600','MD04ABA500V','WD10EACS','ST1500DL001','WD800AAJB','WD5002ABYS','ST250LT007','MD04ABA400V','WD1600BPVT'],[None],[None]]],[lambda x: x['fac_rsc'] < 0.5,[lambda x: x['fac_type'] in ['WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD800JB','WD10EADX','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST9320325AS','WD800BB','WD5000LPVX','WD2500JB','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','WD800LB','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST32000542AS','WD800JB','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD30EZRX','WD40EFRX','WD5003ABYX','WD2500BEVT','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD800JD','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','WD800BB','WD800AAJS','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','HDS723020BLA642','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]]]]
47;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_2", "test-file": "test/hdfail_partition_2", "core-file": "hdfail"};1235.877;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD20EFRX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD30EZRS','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST1500DL001','WD5002ABYS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST2000DL001','WD3200AAKS','WD10EADX','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD10EADS','WD3200LPVX','HDT725025VLA380','WD15EARS','ST3000DM001','WD5000LPVX','HN','WD3200BEKX','WD60EFRX','ST1500DM003','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','HDS722020ALA330','ST1500DL001','WD5002ABYS','WD1600AAJS','ST250LT007','WD3200BEKT','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','WD3200AAKS','ST32000542AS','WD10EADX','WD3200AAJB','DT01ACA300','ST320005XXXX','HDT721010SLA360','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','ST1500DL003','WD30EZRS','ST33000651AS','HDT725025VLA380','WD15EARS','ST3000DM001','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','ST1500DM003','HD103UJ','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','ST1500DL001','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','WD3200AAKS','ST32000542AS','WD800JB','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST4000DM000','ST6000DX000','WD5000BPKT','WD10EARS','WD30EZRX','WD3200AAJS','WD40EFRX','WD5003ABYX','WD20EFRX','ST2000VN000','HMS5C4040BLE640','WD30EZRS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD15EARS','WD800BB','WD800AAJS','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','WD3200AAKS','ST32000542AS','WD800JB','WD10EADX','WD3200AAJB','DT01ACA300','ST320005XXXX','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','WD5003ABYX','ST2000VN000','HMS5C4040BLE640','WD30EZRS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD800BB','WD800AAJS','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD30EFRX','WD3200BEKX','WD60EFRX','ST31500341AS','HD103UJ','HMS5C4040ALE640','WD800LB','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD800AAJB','WD5002ABYS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]],[lambda x: x['fac_type'] in ['ST320LT007','ST32000542AS','ST320005XXXX','ST4000DM000','ST6000DX000','ST33000651AS','ST9320325AS','WD800AAJS','HN','HDS723020BLA642','ST3160318AS','ST9250315AS','ST31500341AS','HMS5C4040ALE640','ST31500541AS','ST3160316AS'],[None],[None]]]]
48;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_3", "test-file": "test/hdfail_partition_3", "core-file": "hdfail"};1214.116;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','ST33000651AS','WD3200LPVX','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST3160316AS','ST1500DL001','WD5002ABYS','WD15EADS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST2000DL001','WD3200AAKS','WD2500AAJS','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','ST3000DM001','WD5000LPVX','HN','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','HDS722020ALA330','WD10EACS','ST1500DL001','WD5002ABYS','ST250LT007','WD3200BEKT','MD04ABA400V'],[None],[None]],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST2000DL001','WD3200AAKS','WD2500AAJS','WD800JB','WD3200AAJB','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','ST9320325AS','WD800BB','WD800AAJS','WD5000LPVX','HDS723020BLA642','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD30EFRX','WD3200BEKX','WD60EFRX','HMS5C4040ALE640','WD800LB','WD10EACS','WD800AAJB','WD5002ABYS','ST250LT007','WD3200BEKT','HDS724040ALE640','WD1600BPVT'],[None],[None]]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','WD3200AAKS','ST32000542AS','WD2500AAJS','WD800JB','WD3200AAJB','DT01ACA300','HDT721010SLA360','WD5000BPKT','WD10EARS','WD30EZRX','WD40EFRX','WD5003ABYX','WD2500BEVT','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD3200LPVX','HDT725025VLA380','WD15EARS','ST9320325AS','WD800BB','WD800AAJS','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','HDS723020BLA642','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','ST3500320AS','MD04ABA500V','ST31500541AS','HDS722020ALA330','WD10EACS','ST1500DL001','WD800AAJB','WD5002ABYS','WD15EADS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[lambda x: x['fac_type'] in ['ST2000DL001','WD2500AAJS','WD2500AAJB','ST2000DL003','WD2500BEVT','ST1500DL003','ST1500DM003','ST250LT007','WD1600BPVT'],[None],[None]],[lambda x: x['fac_rsc'] < 0.5,[None],[None]]]]
49;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_4", "test-file": "test/hdfail_partition_4", "core-file": "hdfail"};1302.073;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HN','HDS723020BLA642','ST3160318AS','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST3160316AS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST32000542AS','WD2500AAJS','WD800JB','WD10EADX','ST320005XXXX','ST4000DM000','ST6000DX000','WD2500AAJB','WD10EARS','WD1600AAJB','WD2500BEVT','WD20EFRX','WD10EALS','WD30EZRS','WD800JD','ST33000651AS','WD2500BPVT','WD15EARS','ST9320325AS','WD800BB','WD800AAJS','WD2500JB','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD30EFRX','ST31500341AS','WD800LB','ST3500320AS','ST31500541AS','ST3160316AS','WD800AAJB','WD15EADS','WD1600AAJS','HDS724040ALE640','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','ST32000542AS','WD10EADX','DT01ACA300','ST320005XXXX','HDT721010SLA360','WD10EARS','WD1600AAJB','WD10EALS','ST1500DL003','ST33000651AS','WD15EARS','ST3000DM001','HD154UI','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','ST1500DM003','HD103UJ','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','ST1500DL001','WD15EADS','WD1600AAJS','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]]],[lambda x: x['fac_rsc'] < 0.5,[lambda x: x['fac_type'] in ['WD1001FALS','ST320LT007','ST2000DL001','WD3200AAKS','WD2500AAJS','WD800JB','WD10EADX','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','WD800BB','WD800AAJS','WD5000LPVX','WD2500JB','HN','HDS5C3030ALA630','ST3160318AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','WD60EFRX','ST31500341AS','ST1500DM003','WD800LB','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD800AAJB','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['ST320LT007','ST2000DL001','WD2500AAJS','ST320005XXXX','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD1600AAJB','WD3200AAJS','ST2000DL003','WD20EFRX','ST1500DL003','ST33000651AS','WD2500BPVT','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HN','ST3160318AS','ST9250315AS','WD30EFRX','WD60EFRX','ST3500320AS','HUH728080ALE600','WD800AAJB','ST250LT007','WD1600BPVT'],[None],[None]]]]
50;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_0", "test-file": "test/nwtco_partition_0", "core-file": "nwtco"};106.229;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 84.5,[None],[lambda x: x['num_age'] < 34.5,[None],[None]]],[lambda x: x['num_stage'] < 1.5,[lambda x: x['num_age'] < 7.5,[None],[None]],[lambda x: x['num_age'] < 20.5,[None],[None]]]]
51;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_1", "test-file": "test/nwtco_partition_1", "core-file": "nwtco"};76.416;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[None],[None]],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]]]
52;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_2", "test-file": "test/nwtco_partition_2", "core-file": "nwtco"};98.324;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[lambda x: x['num_age'] < 84.5,[None],[None]],[None]],[lambda x: x['num_age'] < 8.5,[lambda x: x['num_stage'] < 2.5,[None],[None]],[None]]]
53;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_3", "test-file": "test/nwtco_partition_3", "core-file": "nwtco"};75.5;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[lambda x: x['num_age'] < 84.5,[None],[None]],[None]],[lambda x: x['num_stage'] < 3.5,[lambda x: x['num_age'] < 16.0,[None],[None]],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]]]]
54;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_4", "test-file": "test/nwtco_partition_4", "core-file": "nwtco"};70.634;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 39.5,[None],[None]],[lambda x: x['num_age'] < 8.500000000000002,[lambda x: x['num_stage'] < 1.5,[None],[None]],[None]]]
55;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_0", "test-file": "test/oldmort_partition_0", "core-file": "oldmort"};253.282;[lambda x: x['num_imr_birth'] < 18.078241585,[lambda x: x['fac_birthplace'] in ['parish'],[lambda x: x['num_birthdate'] < 1796.5721404272501,[None],[None]],[lambda x: x['fac_region'] in ['rural'],[None],[None]]],[lambda x: x['num_birthdate'] < 1794.540613428065,[lambda x: x['num_birthdate'] < 1802.8816471248551,[None],[None]],[lambda x: x['num_birthdate'] < 1790.3995290799949,[None],[None]]]]
56;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_1", "test-file": "test/oldmort_partition_1", "core-file": "oldmort"};270.932;[lambda x: x['num_imr_birth'] < 17.815702745,[lambda x: x['fac_birthplace'] in ['parish'],[lambda x: x['num_birthdate'] < 1797.0950806655853,[None],[None]],[lambda x: x['num_imr_birth'] < 20.60932578,[None],[None]]],[lambda x: x['num_birthdate'] < 1793.7384066750171,[lambda x: x['num_birthdate'] < 1800.5489503549013,[None],[None]],[lambda x: x['num_birthdate'] < 1785.510996119017,[None],[None]]]]
