id;settings;time;tree
57;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_2', 'test-file': 'test/oldmort_partition_2', 'core-file': 'oldmort'};1.003;[lambda x: x['fac_region'] == 'town',[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[3.542171],[2.085472]],[lambda x: x['num_birthdate'] > 1800.4887164007473,[1.131666],[0.627057]]],[0.784184]]
58;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_3', 'test-file': 'test/oldmort_partition_3', 'core-file': 'oldmort'};0.939;[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[3.311825],[1.953423]],[lambda x: x['num_birthdate'] > 1800.4887164007473,[1.093177],[0.652556]]]
59;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_4', 'test-file': 'test/oldmort_partition_4', 'core-file': 'oldmort'};0.964;[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['fac_region'] == 'town',[lambda x: x['num_birthdate'] > 1786.4788462459871,[3.682512],[2.055552]],[0.881379]],[lambda x: x['num_imr_birth'] > 17.7184466,[lambda x: x['num_birthdate'] > 1800.4887164007473,[1.135488],[0.652949]],[lambda x: x['fac_birthplace'] == 'parish',[1.055699],[0.444955]]]]
60;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_0', 'test-file': 'test/prostateSurvival_partition_0', 'core-file': 'prostateSurvival'};0.693;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[1.566488],[2.796912]],[lambda x: x['fac_stage'] == 'T1c',[3.914935],[1.871619]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_stage'] == 'T1ab',[0.453933],[0.136582]],[lambda x: x['fac_stage'] == 'T2',[0.705233],[1.350176]]]]
61;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_1', 'test-file': 'test/prostateSurvival_partition_1', 'core-file': 'prostateSurvival'};0.683;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T2',[lambda x: x['fac_stage'] == 'T1ab',[1.673861],[4.325831]],[lambda x: x['fac_ageGroup'] == '80+',[1.918846],[3.54247]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[0.231579],[0.509653]],[lambda x: x['fac_stage'] == 'T2',[0.736354],[1.432914]]]]
62;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_2', 'test-file': 'test/prostateSurvival_partition_2', 'core-file': 'prostateSurvival'};0.682;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[1.442289],[2.694504]],[lambda x: x['fac_stage'] == 'T1c',[4.028841],[1.466905]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_stage'] == 'T1ab',[0.488938],[0.131905]],[lambda x: x['fac_stage'] == 'T2',[0.750713],[1.344084]]]]
63;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_3', 'test-file': 'test/prostateSurvival_partition_3', 'core-file': 'prostateSurvival'};0.69;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T2',[lambda x: x['fac_stage'] == 'T1c',[4.174352],[1.643938]],[lambda x: x['fac_ageGroup'] == '80+',[2.216727],[3.808277]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_stage'] == 'T1ab',[0.419933],[0.163179]],[lambda x: x['fac_stage'] == 'T2',[0.80796],[1.278093]]]]
64;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_4', 'test-file': 'test/prostateSurvival_partition_4', 'core-file': 'prostateSurvival'};0.688;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[1.491153],[2.73728]],[lambda x: x['fac_stage'] == 'T1c',[3.92318],[1.558403]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[0.205909],[0.570877]],[lambda x: x['fac_stage'] == 'T2',[0.803608],[1.381045]]]]
65;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_0', 'test-file': 'test/rott2_partition_0', 'core-file': 'rott2'};1.015;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['num_progesterone'] > 30.0,[0.663313],[0.398781]],[lambda x: x['num_nodes'] > 0.0,[0.839644],[1.654118]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['fac_tsize'] == '<=20mm',[1.710726],[0.905798]],[lambda x: x['num_progesterone'] > 59.0,[3.949176],[2.162815]]]]
66;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_1', 'test-file': 'test/rott2_partition_1', 'core-file': 'rott2'};0.996;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.328677],[0.615164]],[1.036038]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['num_age'] > 77.0,[1.307754],[4.015082]],[lambda x: x['num_estrogen'] > 11.0,[5.160295],[2.468198]]]]
67;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_2', 'test-file': 'test/rott2_partition_2', 'core-file': 'rott2'};0.991;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.31852],[0.621507]],[lambda x: x['num_nodes'] > 0.0,[0.901662],[1.911147]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['fac_tsize'] == '<=20mm',[1.654079],[0.812443]],[lambda x: x['num_progesterone'] > 59.0,[3.487879],[1.909484]]]]
68;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_3', 'test-file': 'test/rott2_partition_3', 'core-file': 'rott2'};1.044;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_tsize'] == '<=20mm',[0.722023],[0.398797]],[lambda x: x['num_nodes'] > 0.0,[0.891799],[2.193365]]],[lambda x: x['num_nodes'] > 4.0,[lambda x: x['num_age'] > 77.0,[1.16363],[3.929604]],[lambda x: x['num_progesterone'] > 59.0,[3.278332],[1.760724]]]]
69;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_4', 'test-file': 'test/rott2_partition_4', 'core-file': 'rott2'};0.991;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.339078],[0.575825]],[lambda x: x['num_nodes'] > 0.0,[0.880842],[1.984201]]],[lambda x: x['num_nodes'] > 4.0,[lambda x: x['num_age'] > 77.0,[1.262528],[4.083817]],[lambda x: x['num_progesterone'] > 59.0,[3.002629],[1.766352]]]]
70;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_0', 'test-file': 'test/UnempDur_partition_0', 'core-file': 'UnempDur'};0.832;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_age'] > 43.0,[0.745823],[0.49698]],[lambda x: x['num_logwage'] > 5.46806,[1.427747],[2.021154]]]
71;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_1', 'test-file': 'test/UnempDur_partition_1', 'core-file': 'UnempDur'};0.805;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_age'] > 43.0,[0.733368],[0.508013]],[lambda x: x['num_logwage'] > 5.29832,[1.329233],[1.93389]]]
72;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_2', 'test-file': 'test/UnempDur_partition_2', 'core-file': 'UnempDur'};0.844;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_age'] > 43.0,[0.739383],[0.490705]],[lambda x: x['num_logwage'] > 5.29832,[1.381797],[1.931387]]]
73;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_3', 'test-file': 'test/UnempDur_partition_3', 'core-file': 'UnempDur'};0.795;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_age'] > 43.0,[0.730676],[0.483417]],[lambda x: x['num_logwage'] > 5.29832,[1.333199],[1.951314]]]
74;{'hyper-tune': '1', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_4', 'test-file': 'test/UnempDur_partition_4', 'core-file': 'UnempDur'};0.791;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 5.0,[0.73696],[0.50952]],[lambda x: x['num_logwage'] > 5.46806,[1.469754],[1.977616]]]
