id;settings;time;tree
44;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Framingham_partition_4", "test-file": "test/Framingham_partition_4"};6.39;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 164.5,[lambda x: x['num_sbp'] < 189.0,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 218.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
45;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_0", "test-file": "test/hdfail_partition_0"};56.542;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST2000DL001','WD2500AAJS','WD10EADX','WD3200AAJB','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','WD5000LPVX','WD2500JB','HD154UI','HN','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','HDS722020ALA330','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','WD2500AAJS','WD3200AAJB','DT01ACA300','WD2500AAJB','WD5000BPKT','WD30EZRX','WD3200AAJS','WD40EFRX','WD5003ABYX','WD2500BEVT','WD20EFRX','WD5000AAJS','WD30EZRS','WD3200LPVX','WD2500BPVT','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','WD30EFRX','WD3200BEKX','WD60EFRX','HD103UJ','HDS722020ALA330','ST3160316AS','WD5002ABYS','WD1600AAJS','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['ST320LT007','ST32000542AS','WD2500AAJS','WD800JB','WD3200AAJB','ST320005XXXX','HDT721010SLA360','WD2500AAJB','WD30EZRX','WD3200AAJS','WD2500BEVT','WD20EFRX','WD10EADS','WD800JD','WD2500BPVT','WD800BB','WD800AAJS','WD2500JB','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','WD800LB','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','WD800AAJB','HDS724040ALE640'],[None],[None]]],[lambda x: x['fac_type'] in ['ST320LT007','ST2000DL001','ST32000542AS','WD2500AAJS','WD10EADX','ST320005XXXX','ST4000DM000','ST6000DX000','WD2500AAJB','WD3200AAJS','ST2000DL003','WD20EFRX','ST1500DL003','ST33000651AS','WD2500BPVT','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HN','ST9250315AS','WD30EFRX','WD60EFRX','HUH728080ALE600','ST250LT007','WD1600BPVT'],[lambda x: x['fac_rsc'] < 0.5,[None],[None]],[lambda x: x['fac_type'] in ['ST2000DL001','WD2500AAJS','ST2000DM001','WD2500AAJB','ST2000DL003','WD2500BEVT','ST1500DL003','ST2000VN000','WD2500JB','ST1500DM003','ST250LT007','WD1600BPVT'],[None],[None]]]]
46;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_1", "test-file": "test/hdfail_partition_1"};57.771;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','ST33000651AS','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HN','HDS5C3030ALA630','ST3160318AS','ST9250315AS','WD30EFRX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST3160316AS','ST1500DL001','WD5002ABYS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST320LT007','ST32000542AS','WD800JB','ST320005XXXX','ST4000DM000','ST6000DX000','WD800JD','ST33000651AS','ST9320325AS','WD800BB','WD800AAJS','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','WD800LB','ST3500320AS','ST31500541AS','ST3160316AS','WD800AAJB','HDS724040ALE640'],[None],[None]],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST2000DL001','WD2500AAJS','WD800JB','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD40EFRX','ST2000DL003','WD5003ABYX','WD20EFRX','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD10EADS','WD800JD','WD2500BPVT','ST9320325AS','WD800BB','WD800AAJS','WD5000LPVX','WD2500JB','HD154UI','ST9250315AS','WD30EFRX','WD60EFRX','HMS5C4040ALE640','WD800LB','WD10EACS','WD800AAJB','WD5002ABYS','ST250LT007','WD1600BPVT'],[None],[None]]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','WD3200AAKS','WD800JB','WD10EADX','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST6000DX000','WD5000BPKT','WD10EARS','WD3200AAJS','WD40EFRX','WD5003ABYX','WD20EFRX','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD800JD','HDT725025VLA380','WD15EARS','WD800BB','HD154UI','HDS5C3030ALA630','HDS723020BLA642','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','WD800LB','MD04ABA500V','ST31500541AS','HDS722020ALA330','WD10EACS','ST1500DL001','WD5002ABYS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[lambda x: x['fac_type'] in ['WD1001FALS','ST2000DL001','WD2500AAJS','WD10EADX','ST320005XXXX','ST2000DM001','WD2500AAJB','WD10EARS','ST2000DL003','WD5003ABYX','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','WD10EADS','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','WD60EFRX','ST31500341AS','ST1500DM003','HUH728080ALE600','MD04ABA500V','ST31500541AS','WD10EACS','ST1500DL001','WD5002ABYS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_rsc'] < 0.5,[None],[None]]]]
47;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_2", "test-file": "test/hdfail_partition_2"};70.178;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','DT01ACA300','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','ST33000651AS','WD3200LPVX','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD5000LPVX','WD2500JB','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','ST3160316AS','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST4000DX000','WD1001FALS','ST320LT007','ST32000542AS','WD800JB','ST320005XXXX','ST4000DM000','ST6000DX000','WD800JD','ST33000651AS','ST9320325AS','WD800BB','WD800AAJS','ST3160318AS','ST9250315AS','ST31500341AS','WD800LB','ST31500541AS','ST3160316AS','WD800AAJB'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','WD3200AAKS','ST32000542AS','WD10EADX','WD3200AAJB','ST320005XXXX','HDT721010SLA360','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD10EALS','ST1500DL003','WD30EZRS','ST33000651AS','HDT725025VLA380','WD15EARS','ST3000DM001','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','ST1500DM003','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD15EADS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]]],[lambda x: x['fac_type'] in ['ST320LT007','ST2000DL001','WD2500AAJS','WD10EADX','ST320005XXXX','ST2000DM001','WD2500AAJB','WD1600AAJB','WD3200AAJS','ST2000DL003','WD20EFRX','ST1500DL003','WD2500BPVT','ST3000DM001','WD5000LPVX','WD2500JB','HDS723020BLA642','WD30EFRX','WD60EFRX','WD800AAJB','ST250LT007','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST4000DX000','ST320LT007','ST32000542AS','WD2500AAJS','DT01ACA300','ST320005XXXX','ST4000DM000','ST6000DX000','WD2500AAJB','WD30EZRX','WD20EFRX','ST33000651AS','WD800AAJS','HN','ST3160318AS','ST9250315AS','ST31500341AS','HMS5C4040ALE640','ST31500541AS','ST3160316AS','WD1600AAJS','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','WD3200AAKS','ST32000542AS','WD800JB','WD10EADX','WD3200AAJB','DT01ACA300','ST320005XXXX','HDT721010SLA360','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','WD5003ABYX','WD20EFRX','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST9320325AS','ST3000DM001','WD800BB','WD800AAJS','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD30EFRX','WD3200BEKX','WD60EFRX','ST31500341AS','HD103UJ','HMS5C4040ALE640','WD800LB','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','WD800AAJB','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX'],[None],[None]]]]
48;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_3", "test-file": "test/hdfail_partition_3"};53.45;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['WD3200AAKS','ST32000542AS','WD800JB','WD3200AAJB','ST320005XXXX','HDT721010SLA360','WD30EZRX','WD3200AAJS','WD10EADS','ST33000651AS','HDT725025VLA380','WD800BB','WD800AAJS','HDS5C3030BLE630','HDS5C3030ALA630','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','WD800LB','ST3500320AS','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','WD800AAJB','WD3200BEKT','HDS724040ALE640'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','WD3200AAKS','ST32000542AS','WD3200AAJB','DT01ACA300','ST320005XXXX','WD30EZRX','WD3200AAJS','ST1500DL003','WD30EZRS','ST33000651AS','ST3000DM001','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','ST31500341AS','ST1500DM003','HD103UJ','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','ST1500DL001','WD1600AAJS','WD3200BEKT','MD04ABA400V'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST320LT007','ST32000542AS','WD800JB','DT01ACA300','ST320005XXXX','ST4000DM000','ST6000DX000','ST33000651AS','ST9320325AS','WD800BB','WD800AAJS','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','HD103UJ','WD800LB','ST3500320AS','ST31500541AS','ST3160316AS','WD800AAJB','HDS724040ALE640'],[None],[None]]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','WD3200AAKS','ST32000542AS','WD800JB','WD10EADX','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST4000DM000','ST6000DX000','WD2500AAJB','WD5000BPKT','WD10EARS','WD30EZRX','WD40EFRX','WD5003ABYX','WD2500BEVT','WD10EALS','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','WD800BB','WD800AAJS','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','HD103UJ','HMS5C4040ALE640','WD800LB','ST3500320AS','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[lambda x: x['fac_type'] in ['ST2000DL001','WD2500AAJS','ST2000DM001','ST2000DL003','WD2500BEVT','ST1500DL003','ST2000VN000','WD2500BPVT','WD2500JB','ST1500DM003','ST250LT007'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST4000DX000','WD1001FALS','ST2000DL001','WD3200AAKS','WD2500AAJS','WD800JB','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','WD10EALS','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD5000AAJS','WD30EZRS','WD10EADS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST3000DM001','WD800BB','WD2500JB','HD154UI','HDS5C3030BLE630','HDS5C3030ALA630','HDS723020BLA642','HDS723030ALA640','HDS723030BLE640','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','WD800LB','ST3500320AS','MD04ABA500V','HDS722020ALA330','WD10EACS','ST1500DL001','WD800AAJB','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]]]]
49;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/hdfail_partition_4", "test-file": "test/hdfail_partition_4"};58.395;[lambda x: x['fac_psc'] < 0.5,[lambda x: x['fac_type'] in ['WD3200AAKS','ST32000542AS','WD800JB','WD3200AAJB','ST320005XXXX','HDT721010SLA360','WD30EZRX','WD3200AAJS','WD10EADS','WD800JD','HDT725025VLA380','WD800BB','WD800AAJS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','WD800LB','ST31500541AS','HDS722020ALA330','WD800AAJB','WD3200BEKT','HDS724040ALE640'],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST320LT007','ST2000DL001','WD3200AAKS','ST32000542AS','WD10EADX','WD3200AAJB','DT01ACA300','ST320005XXXX','HDT721010SLA360','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','ST1500DL003','WD30EZRS','WD10EADS','ST33000651AS','HDT725025VLA380','WD15EARS','ST3000DM001','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','ST3160318AS','HDS723030ALA640','HDS723030BLE640','ST31500341AS','ST1500DM003','HD103UJ','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD15EADS','WD1600AAJS','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['HDS5C4040ALE630','ST2000DL001','WD3200AAKS','WD2500AAJS','WD10EADX','WD3200AAJB','DT01ACA300','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD30EZRS','WD10EADS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST3000DM001','WD5000LPVX','HD154UI','HDS5C3030BLE630','HN','HDS5C3030ALA630','HDS723020BLA642','WD30EFRX','WD3200BEKX','WD60EFRX','ST1500DM003','HD103UJ','HMS5C4040ALE640','HUH728080ALE600','MD04ABA500V','HDS722020ALA330','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]]],[lambda x: x['fac_rsc'] < 0.5,[lambda x: x['fac_type'] in ['WD1001FALS','ST320LT007','ST2000DL001','WD3200AAKS','WD2500AAJS','WD800JB','WD10EADX','WD3200AAJB','HDT721010SLA360','ST2000DM001','WD2500AAJB','WD5000BPKT','WD10EARS','WD1600AAJB','WD30EZRX','WD3200AAJS','WD40EFRX','ST2000DL003','WD5003ABYX','WD2500BEVT','WD20EFRX','ST1500DL003','ST2000VN000','HMS5C4040BLE640','WD10EADS','WD800JD','ST33000651AS','WD3200LPVX','HDT725025VLA380','WD2500BPVT','WD15EARS','ST9320325AS','WD800BB','WD5000LPVX','HDS5C3030BLE630','HN','HDS5C3030ALA630','ST3160318AS','ST9250315AS','HDS723030ALA640','HDS723030BLE640','WD3200BEKX','ST31500341AS','ST1500DM003','WD800LB','ST3500320AS','HUH728080ALE600','MD04ABA500V','ST31500541AS','HDS722020ALA330','ST3160316AS','WD10EACS','ST1500DL001','WD5002ABYS','WD15EADS','WD1600AAJS','ST250LT007','WD3200BEKT','HDS724040ALE640','MD04ABA400V','WD10EARX','WD1600BPVT'],[None],[None]],[lambda x: x['fac_type'] in ['ST320LT007','ST2000DL001','WD10EADX','ST320005XXXX','ST2000DM001','ST4000DM000','ST6000DX000','WD2500AAJB','WD1600AAJB','WD3200AAJS','ST2000DL003','WD20EFRX','ST1500DL003','ST33000651AS','WD2500BPVT','ST9320325AS','ST3000DM001','WD5000LPVX','ST3160318AS','ST9250315AS','WD30EFRX','WD60EFRX','ST31500341AS','ST3500320AS','HUH728080ALE600','ST3160316AS','WD800AAJB','WD1600BPVT'],[None],[None]]]]
50;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_0", "test-file": "test/nwtco_partition_0"};3.287;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[lambda x: x['num_age'] < 84.5,[None],[None]],[lambda x: x['num_age'] < 5.5,[None],[None]]],[lambda x: x['num_age'] < 19.5,[lambda x: x['num_stage'] < 1.5,[None],[None]],[lambda x: x['num_age'] < 8.5,[None],[None]]]]
51;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_1", "test-file": "test/nwtco_partition_1"};3.269;[lambda x: x['num_stage'] < 1.5,[lambda x: x['fac_histol'] in ['Favourable'],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]],[lambda x: x['num_age'] < 38.5,[None],[None]]],[lambda x: x['num_age'] < 20.5,[lambda x: x['num_age'] < 136.5,[None],[None]],[lambda x: x['fac_histol'] in ['Unfavourable'],[None],[None]]]]
52;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_2", "test-file": "test/nwtco_partition_2"};3.708;[lambda x: x['num_stage'] < 1.5,[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 84.5,[None],[None]],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]]],[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 18.5,[None],[None]],[lambda x: x['num_age'] < 10.5,[None],[None]]]]
53;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_3", "test-file": "test/nwtco_partition_3"};3.236;[lambda x: x['num_stage'] < 1.5,[lambda x: x['fac_histol'] in ['Favourable'],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]],[lambda x: x['num_age'] < 44.5,[None],[None]]],[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 32.5,[None],[None]],[lambda x: x['num_age'] < 9.5,[None],[None]]]]
54;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/nwtco_partition_4", "test-file": "test/nwtco_partition_4"};3.65;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[lambda x: x['num_age'] < 84.5,[None],[None]],[lambda x: x['num_stage'] < 1.5,[None],[None]]],[lambda x: x['num_stage'] < 1.5,[lambda x: x['num_age'] < 8.5,[None],[None]],[lambda x: x['num_age'] < 17.5,[None],[None]]]]
55;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_0", "test-file": "test/oldmort_partition_0"};8.22;[lambda x: x['num_birthdate'] < 1799.4113499934974,[lambda x: x['num_birthdate'] < 1812.8092979321955,[lambda x: x['num_birthdate'] < 1817.7703854288588,[None],[None]],[lambda x: x['fac_region'] in ['rural'],[None],[None]]],[lambda x: x['num_birthdate'] < 1786.5965762472879,[lambda x: x['num_birthdate'] < 1793.1757667850811,[None],[None]],[lambda x: x['num_birthdate'] < 1781.2617644441707,[None],[None]]]]
56;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_1", "test-file": "test/oldmort_partition_1"};8.074;[lambda x: x['num_imr_birth'] < 17.914559505,[lambda x: x['num_imr_birth'] < 19.928278255000002,[lambda x: x['num_birthdate'] < 1789.5097093027236,[None],[None]],[lambda x: x['fac_birthplace'] in ['parish'],[None],[None]]],[lambda x: x['num_birthdate'] < 1797.6974202071226,[lambda x: x['num_birthdate'] < 1814.7449981861364,[None],[None]],[lambda x: x['num_birthdate'] < 1786.838881017406,[None],[None]]]]
57;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_2", "test-file": "test/oldmort_partition_2"};7.833;[lambda x: x['num_birthdate'] < 1798.3148182371986,[lambda x: x['num_birthdate'] < 1813.0940402609226,[lambda x: x['num_birthdate'] < 1817.7690164753553,[None],[None]],[lambda x: x['fac_region'] in ['rural'],[None],[None]]],[lambda x: x['num_birthdate'] < 1790.7486122233856,[lambda x: x['fac_sex'] in ['male'],[None],[None]],[lambda x: x['num_birthdate'] < 1781.7628014264496,[None],[None]]]]
58;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_3", "test-file": "test/oldmort_partition_3"};7.652;[lambda x: x['num_birthdate'] < 1798.2094088174294,[lambda x: x['fac_civ'] in ['unmarried','married'],[lambda x: x['fac_ses_50'] in ['farmer','lower','middle'],[None],[None]],[lambda x: x['num_birthdate'] < 1814.7449981861364,[None],[None]]],[lambda x: x['num_birthdate'] < 1790.1914481474637,[lambda x: x['num_imr_birth'] < 19.928278255000002,[None],[None]],[lambda x: x['num_birthdate'] < 1781.7778599149879,[None],[None]]]]
59;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/oldmort_partition_4", "test-file": "test/oldmort_partition_4"};8.042;[lambda x: x['num_birthdate'] < 1798.313449283695,[lambda x: x['num_birthdate'] < 1814.7449981861364,[lambda x: x['num_birthdate'] < 1817.7539579868167,[None],[None]],[lambda x: x['fac_civ'] in ['unmarried','married'],[None],[None]]],[lambda x: x['num_birthdate'] < 1789.8122480269956,[lambda x: x['fac_sex'] in ['male'],[None],[None]],[lambda x: x['num_birthdate'] < 1781.7628014264496,[None],[None]]]]
60;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/prostateSurvival_partition_0", "test-file": "test/prostateSurvival_partition_0"};4.623;[lambda x: x['fac_grade'] in ['poor'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69','75-79'],[lambda x: x['fac_stage'] in ['T1c','T1ab'],[None],[None]],[lambda x: x['fac_stage'] in ['T1ab'],[None],[None]]],[lambda x: x['fac_stage'] in ['T1c'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[None],[None]],[lambda x: x['fac_ageGroup'] in ['66-69'],[None],[None]]]]
61;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/prostateSurvival_partition_1", "test-file": "test/prostateSurvival_partition_1"};4.546;[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[lambda x: x['fac_grade'] in ['poor'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69','75-79'],[None],[None]],[lambda x: x['fac_stage'] in ['T1c'],[None],[None]]],[lambda x: x['fac_grade'] in ['mode'],[lambda x: x['fac_ageGroup'] in ['66-69'],[None],[None]],[lambda x: x['fac_stage'] in ['T1ab'],[None],[None]]]]
62;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/prostateSurvival_partition_2", "test-file": "test/prostateSurvival_partition_2"};5.06;[lambda x: x['fac_grade'] in ['mode'],[lambda x: x['fac_stage'] in ['T1c'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[None],[None]],[lambda x: x['fac_ageGroup'] in ['66-69'],[None],[None]]],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69','75-79'],[None],[None]],[lambda x: x['fac_stage'] in ['T1ab'],[None],[None]]]]
