id;settings;time;tree
45;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/hdfail_partition_0', 'test-file': 'test/hdfail_partition_0'};0.342;[lambda x: x["fac_psc"],[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[0.732706],[2.589707]],[lambda x: x["fac_rsc"],[0.043912],[0.672454]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] == 'WD30EFRX',[4.403567],[52.051523]],[lambda x: x['fac_type'] == 'ST4000DM000',[9.532928],[52.075421]]]]
46;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/hdfail_partition_1', 'test-file': 'test/hdfail_partition_1'};0.366;[lambda x: x["fac_psc"],[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[0.718782],[2.753429]],[lambda x: x["fac_rsc"],[0.045787],[0.710285]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] == 'WD30EFRX',[4.458827],[61.61135]],[lambda x: x['fac_type'] == 'ST4000DM000',[9.443442],[55.299379]]]]
47;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/hdfail_partition_2', 'test-file': 'test/hdfail_partition_2'};0.331;[lambda x: x["fac_psc"],[lambda x: x['fac_type'] == 'ST3000DM001',[lambda x: x['fac_brand'] == 'Hitachi',[0.726648],[0.084029]],[lambda x: x["fac_rsc"],[2.000959],[6.390072]]],[lambda x: x['fac_type'] == 'ST4000DM000',[lambda x: x['fac_type'] == 'ST3000DM001',[5.393764],[12.089076]],[lambda x: x['num_temp'] > 25.0,[70.900781],[38.863057]]]]
48;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/hdfail_partition_3', 'test-file': 'test/hdfail_partition_3'};0.379;[lambda x: x["fac_psc"],[lambda x: x['fac_type'] == 'ST3000DM001',[lambda x: x['fac_brand'] == 'Hitachi',[0.712745],[0.078397]],[lambda x: x["fac_rsc"],[2.066724],[6.417508]]],[lambda x: x['fac_brand'] == 'ST',[lambda x: x['fac_type'] == 'WD30EFRX',[3.938497],[64.397728]],[lambda x: x['fac_type'] == 'ST4000DM000',[9.402273],[56.382689]]]]
49;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/hdfail_partition_4', 'test-file': 'test/hdfail_partition_4'};0.358;[lambda x: x["fac_psc"],[lambda x: x['fac_brand'] == 'Hitachi',[lambda x: x['fac_type'] == 'ST3000DM001',[0.706764],[2.742887]],[lambda x: x["fac_rsc"],[0.042015],[0.707924]]],[lambda x: x['fac_type'] == 'ST4000DM000',[lambda x: x['fac_type'] == 'ST3000DM001',[5.473453],[11.737446]],[lambda x: x['num_temp'] > 23.0,[74.797385],[43.482195]]]]
50;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/nwtco_partition_0', 'test-file': 'test/nwtco_partition_0'};0.014;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_age'] > 19.0,[lambda x: x['num_age'] > 6.0,[27.717905],[5.372043]],[lambda x: x['num_stage'] > 1.0,[0.484745],[3.731673]]],[lambda x: x['num_age'] > 33.5,[lambda x: x['num_stage'] > 1.0,[0.311329],[0.567392]],[lambda x: x['num_stage'] > 1.0,[0.621482],[1.160138]]]]
51;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/nwtco_partition_1', 'test-file': 'test/nwtco_partition_1'};0.021;[lambda x: x['num_stage'] > 1.0,[lambda x: x['num_age'] > 19.0,[lambda x: x['fac_histol'] == 'Favourable',[5.379517],[0.267824]],[lambda x: x['num_age'] > 33.5,[0.465934],[0.733855]]],[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_age'] > 6.0,[71.730454],[4.420729]],[lambda x: x['num_age'] > 40.0,[0.572144],[1.230679]]]]
52;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/nwtco_partition_2', 'test-file': 'test/nwtco_partition_2'};0.016;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_stage'] > 2.0,[lambda x: x['num_age'] > 6.0,[12.394207],[1.97341]],[lambda x: x['num_age'] > 6.0,[40.809238],[5.95567]]],[lambda x: x['num_stage'] > 1.0,[lambda x: x['num_age'] > 33.5,[0.286077],[0.601373]],[lambda x: x['num_age'] > 48.0,[0.627808],[1.353575]]]]
53;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/nwtco_partition_3', 'test-file': 'test/nwtco_partition_3'};0.014;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_age'] > 12.0,[lambda x: x['num_stage'] > 2.0,[5.56397],[32.153624]],[lambda x: x['num_stage'] > 1.0,[0.758823],[4.05402]]],[lambda x: x['num_stage'] > 1.0,[lambda x: x['num_age'] > 33.5,[0.314215],[0.61062]],[lambda x: x['num_age'] > 40.0,[0.616958],[1.23784]]]]
54;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/nwtco_partition_4', 'test-file': 'test/nwtco_partition_4'};0.022;[lambda x: x['fac_histol'] == 'Favourable',[lambda x: x['num_age'] > 12.0,[lambda x: x['num_stage'] > 2.0,[5.69845],[24.055883]],[lambda x: x['num_stage'] > 1.0,[0.646637],[3.975118]]],[lambda x: x['num_stage'] > 1.0,[lambda x: x['num_age'] > 33.5,[0.313801],[0.662609]],[lambda x: x['num_age'] > 58.0,[0.719159],[1.400162]]]]
55;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_0', 'test-file': 'test/oldmort_partition_0'};0.079;[lambda x: x['num_birthdate'] > 1797.1539456662354,[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[0.46587],[0.826621]],[lambda x: x['fac_birthplace'] == 'remote',[1.220191],[1.621981]]],[lambda x: x['num_birthdate'] > 1815.3007933085555,[lambda x: x['fac_region'] == 'rural',[1.909802],[1.24486]],[lambda x: x['num_birthdate'] > 1818.3439769468227,[0.816569],[0.087204]]]]
56;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_1', 'test-file': 'test/oldmort_partition_1'};0.073;[lambda x: x['num_birthdate'] > 1797.1539456662354,[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[0.449641],[0.881659]],[lambda x: x['fac_region'] == 'town',[1.190177],[1.949696]]],[lambda x: x['num_birthdate'] > 1815.3007933085555,[lambda x: x['fac_region'] == 'rural',[1.807688],[1.288088]],[lambda x: x['num_birthdate'] > 1818.3439769468227,[0.715614],[0.144123]]]]
57;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_2', 'test-file': 'test/oldmort_partition_2'};0.069;[lambda x: x['num_birthdate'] > 1797.1539456662354,[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[0.448721],[0.842534]],[lambda x: x['fac_region'] == 'town',[1.198301],[2.016103]]],[lambda x: x['num_birthdate'] > 1815.3007933085555,[lambda x: x['fac_region'] == 'rural',[1.89076],[1.287397]],[lambda x: x['num_birthdate'] > 1818.3439769468227,[0.724628],[0.091685]]]]
58;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_3', 'test-file': 'test/oldmort_partition_3'};0.065;[lambda x: x['num_birthdate'] > 1797.1539456662354,[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[0.453171],[0.888088]],[lambda x: x['fac_region'] == 'town',[1.188791],[1.984177]]],[lambda x: x['num_birthdate'] > 1809.488216732719,[lambda x: x['fac_civ'] == 'widow',[1.944778],[1.221735]],[lambda x: x['num_birthdate'] > 1818.3439769468227,[1.123072],[0.13728]]]]
59;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/oldmort_partition_4', 'test-file': 'test/oldmort_partition_4'};0.062;[lambda x: x['num_birthdate'] > 1797.1539456662354,[lambda x: x['num_birthdate'] > 1793.1346981799763,[lambda x: x['num_birthdate'] > 1786.4788462459871,[0.462674],[0.886145]],[lambda x: x['fac_region'] == 'town',[1.200829],[2.114091]]],[lambda x: x['num_birthdate'] > 1812.4478942072733,[lambda x: x['fac_civ'] == 'unmarried',[1.439107],[3.11088]],[lambda x: x['num_birthdate'] > 1818.3439769468227,[0.924812],[0.090264]]]]
60;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_0', 'test-file': 'test/prostateSurvival_partition_0'};0.033;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T2',[lambda x: x['fac_stage'] == 'T1ab',[1.696596],[4.225506]],[lambda x: x['fac_ageGroup'] == '80+',[1.968396],[3.47259]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_stage'] == 'T1ab',[0.457402],[0.122486]],[lambda x: x['fac_stage'] == 'T2',[0.74777],[1.437649]]]]
61;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_1', 'test-file': 'test/prostateSurvival_partition_1'};0.038;[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '75-79',[1.612798],[2.859552]],[lambda x: x['fac_ageGroup'] == '75-79',[0.234629],[0.515065]]],[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1c',[3.955017],[1.902517]],[lambda x: x['fac_stage'] == 'T2',[0.726767],[1.319296]]]]
62;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_2', 'test-file': 'test/prostateSurvival_partition_2'};0.04;[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '75-79',[1.426116],[2.715044]],[lambda x: x['fac_stage'] == 'T1ab',[0.463827],[0.176827]]],[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T1c',[4.021512],[1.766722]],[lambda x: x['fac_stage'] == 'T2',[0.786757],[1.210315]]]]
63;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_3', 'test-file': 'test/prostateSurvival_partition_3'};0.034;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[1.440943],[2.893761]],[lambda x: x['fac_stage'] == 'T1c',[3.967809],[1.411848]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[0.217501],[0.511256]],[lambda x: x['fac_stage'] == 'T2',[0.771189],[1.466514]]]]
64;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/prostateSurvival_partition_4', 'test-file': 'test/prostateSurvival_partition_4'};0.04;[lambda x: x['fac_grade'] == 'mode',[lambda x: x['fac_stage'] == 'T2',[lambda x: x['fac_stage'] == 'T1ab',[1.619456],[4.370829]],[lambda x: x['fac_ageGroup'] == '80+',[1.930659],[3.566875]]],[lambda x: x['fac_ageGroup'] == '80+',[lambda x: x['fac_ageGroup'] == '75-79',[0.227072],[0.539977]],[lambda x: x['fac_stage'] == 'T2',[0.770191],[1.35302]]]]
65;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_0', 'test-file': 'test/rott2_partition_0'};0.08;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.345143],[0.624532]],[lambda x: x['num_nodes'] > 0.0,[0.831293],[1.801568]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['fac_tsize'] == '<=20mm',[1.614484],[0.875715]],[lambda x: x['num_estrogen'] > 11.0,[5.045766],[2.569269]]]]
66;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_1', 'test-file': 'test/rott2_partition_1'};0.101;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.357484],[0.605179]],[lambda x: x['num_nodes'] > 0.0,[0.870931],[1.809775]]],[lambda x: x['num_nodes'] > 4.0,[lambda x: x['num_age'] > 77.0,[1.159531],[3.446201]],[lambda x: x['num_progesterone'] > 59.0,[3.270217],[1.77341]]]]
67;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_2', 'test-file': 'test/rott2_partition_2'};0.089;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_grade'] > 2.0,[0.293495],[0.583187]],[lambda x: x['num_nodes'] > 0.0,[0.951777],[2.056736]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['num_age'] > 77.0,[1.350144],[4.282169]],[lambda x: x['num_progesterone'] > 59.0,[3.544134],[2.0096]]]]
68;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_3', 'test-file': 'test/rott2_partition_3'};0.099;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_tsize'] == '<=20mm',[0.692063],[0.401335]],[lambda x: x['num_nodes'] > 0.0,[0.904634],[2.022806]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['num_age'] > 77.0,[1.356291],[4.286152]],[lambda x: x['num_progesterone'] > 59.0,[3.540197],[1.888022]]]]
69;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/rott2_partition_4', 'test-file': 'test/rott2_partition_4'};0.099;[lambda x: x['num_nodes'] > 1.0,[lambda x: x['num_age'] > 65.0,[lambda x: x['fac_tsize'] == '>20-50mmm',[0.406983],[0.702372]],[lambda x: x['num_nodes'] > 0.0,[0.875999],[1.677444]]],[lambda x: x['num_nodes'] > 6.0,[lambda x: x['fac_tsize'] == '<=20mm',[1.736102],[0.871327]],[lambda x: x['num_estrogen'] > 11.0,[5.033765],[2.427909]]]]
70;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_0', 'test-file': 'test/UnempDur_partition_0'};0.077;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 17.0,[lambda x: x['num_age'] > 43.0,[0.754421],[0.531092]],[lambda x: x['num_reprate'] > 0.458,[0.228139],[0.48816]]],[lambda x: x['num_disrate'] > 0.2,[lambda x: x['num_logwage'] > 5.29832,[1.40484],[2.025]],[lambda x: x['num_reprate'] > 0.458,[2.991182],[1.1997]]]]
71;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_1', 'test-file': 'test/UnempDur_partition_1'};0.072;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 5.0,[lambda x: x['num_age'] > 43.0,[0.785694],[0.587034]],[lambda x: x['num_age'] > 48.0,[0.602325],[0.371019]]],[lambda x: x['num_logwage'] > 5.46806,[lambda x: x['num_tenure'] > 1.0,[1.308059],[1.756722]],[lambda x: x['num_age'] > 43.0,[2.085182],[1.613174]]]]
72;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_2', 'test-file': 'test/UnempDur_partition_2'};0.062;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 5.0,[lambda x: x['num_age'] > 43.0,[0.802629],[0.577355]],[lambda x: x['num_age'] > 48.0,[0.628475],[0.301092]]],[lambda x: x['num_disrate'] > 0.2,[lambda x: x['num_logwage'] > 5.15906,[1.331242],[1.951577]],[lambda x: x['num_reprate'] > 0.6,[1.200958],[2.279639]]]]
73;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_3', 'test-file': 'test/UnempDur_partition_3'};0.069;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 5.0,[lambda x: x['num_age'] > 43.0,[0.746206],[0.569049]],[lambda x: x['num_age'] > 56.0,[0.572922],[0.208606]]],[lambda x: x['num_tenure'] > 2.0,[lambda x: x['num_logwage'] > 5.29832,[1.318384],[1.920605]],[lambda x: x['num_disrate'] > 0.2,[2.041541],[1.105708]]]]
74;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'train/UnempDur_partition_4', 'test-file': 'test/UnempDur_partition_4'};0.081;[lambda x: x['fac_ui'] == 'no',[lambda x: x['num_tenure'] > 8.0,[lambda x: x['num_tenure'] > 5.0,[0.71186],[0.461446]],[lambda x: x['num_age'] > 48.0,[0.686317],[0.364605]]],[lambda x: x['num_logwage'] > 4.879,[lambda x: x['num_tenure'] > 5.0,[1.034514],[6.466334]],[lambda x: x['num_logwage'] > 5.29832,[1.450268],[1.963133]]]]
